Kołobrzeg,54.1667,15.5667,Poland,PL,Zachodniopomorskie,minor,46716,46716
Ciechanów,52.8817,20.6106,Poland,PL,Mazowieckie,minor,46112,46112
Świdnik,51.2333,22.7000,Poland,PL,Lubelskie,minor,42797,42797
Otwock,52.1167,21.2667,Poland,PL,Mazowieckie,minor,42765,42765
Sieradz,51.6000,18.7500,Poland,PL,Łódzkie,minor,42120,42120
Mikołów,50.1710,18.9041,Poland,PL,Śląskie,minor,42053,42053
Świnoujście,53.9167,14.2500,Poland,PL,Zachodniopomorskie,minor,41479,41479
Kwidzyn,53.7358,18.9308,Poland,PL,Pomorskie,minor,40008,40008
"Nowa Sól",51.8000,15.7167,Poland,PL,Lubuskie,minor,39721,39721
Bolesławiec,51.2667,15.5667,Poland,PL,Dolnośląskie,minor,39412,39412
Oświęcim,50.0333,19.2333,Poland,PL,Małopolskie,minor,39057,39057
Chrzanów,50.1333,19.4000,Poland,PL,Małopolskie,minor,38989,38989
Malbork,54.0285,19.0444,Poland,PL,Pomorskie,minor,38895,38895
Jarosław,50.0162,22.6778,Poland,PL,Podkarpackie,minor,38796,38796
Żary,51.6333,15.1333,Poland,PL,Lubuskie,minor,37502,37502
Sopot,54.4419,18.5478,Poland,PL,Pomorskie,minor,37457,37457
Brzeg,50.8667,17.4833,Poland,PL,Opolskie,minor,36541,36541
Lębork,54.5500,17.7500,Poland,PL,Pomorskie,minor,35374,35374
Cieszyn,49.7500,18.6333,Poland,PL,Śląskie,minor,34513,34513
Czeladź,50.3333,19.0833,Poland,PL,Śląskie,,34402,34402
"Nowy Targ",49.4833,20.0333,Poland,PL,Małopolskie,minor,33545,33545
Police,53.5500,14.5708,Poland,PL,Zachodniopomorskie,minor,33152,33152
Zgorzelec,51.1528,15.0000,Poland,PL,Dolnośląskie,minor,31359,31359
Łuków,51.9167,22.3833,Poland,PL,Lubelskie,minor,30381,30381
Bielawa,50.6908,16.6230,Poland,PL,Dolnośląskie,,30207,30207
Bochnia,49.9833,20.4333,Poland,PL,Małopolskie,minor,30075,30075
Mława,53.1167,20.3667,Poland,PL,Mazowieckie,minor,29836,29836
Krotoszyn,51.6970,17.4357,Poland,PL,Wielkopolskie,minor,29379,29379
Kętrzyn,54.0833,21.3833,Poland,PL,Warmińsko-Mazurskie,minor,27827,27827
Gorlice,49.6556,21.1604,Poland,PL,Małopolskie,minor,27597,27597
Zakopane,49.2994,19.9519,Poland,PL,Małopolskie,minor,27490,27490
Biłgoraj,50.5500,22.7333,Poland,PL,Lubelskie,minor,27290,27290
Kłodzko,50.4378,16.6528,Poland,PL,Dolnośląskie,minor,27193,27193
Luboń,52.3333,16.8833,Poland,PL,Wielkopolskie,,27000,27000
"Grodzisk Mazowiecki",52.1039,20.6337,Poland,PL,Mazowieckie,minor,26881,26881
Brzozów,49.6953,22.0194,Poland,PL,Podkarpackie,minor,26615,26615
"Bielsk Podlaski",52.7667,23.2000,Poland,PL,Podlaskie,minor,26493,26493
Wałcz,53.2667,16.4667,Poland,PL,Zachodniopomorskie,minor,26354,26354
Kluczbork,50.9833,18.2167,Poland,PL,Opolskie,minor,26164,26164
Świecie,53.4167,18.4333,Poland,PL,Kujawsko-Pomorskie,minor,26026,26026
Białogard,54.0070,15.9875,Poland,PL,Zachodniopomorskie,minor,24570,24570
Wągrowiec,52.8000,17.2000,Poland,PL,Wielkopolskie,minor,24529,24529
Sandomierz,50.6833,21.7500,Poland,PL,Świętokrzyskie,minor,24187,24187
Kościan,52.0833,16.6500,Poland,PL,Wielkopolskie,minor,24086,24086
Jawor,51.0500,16.1833,Poland,PL,Dolnośląskie,minor,24070,24070
Konstancin-Jeziorna,52.0938,21.1176,Poland,PL,Mazowieckie,,23694,23694
"Bieruń Stary",50.0897,19.0928,Poland,PL,Śląskie,,23640,23640
Szczytno,53.5628,20.9853,Poland,PL,Warmińsko-Mazurskie,minor,23500,23500
Piastów,52.1833,20.8500,Poland,PL,Mazowieckie,,23332,23332
"Ostrów Mazowiecka",52.8000,21.9000,Poland,PL,Mazowieckie,minor,22800,22800
Lubartów,51.4667,22.6000,Poland,PL,Lubelskie,minor,22138,22138
Świedbodzin,52.2500,15.5333,Poland,PL,Lubuskie,minor,21988,21988
"Łaziska Górne",50.1500,18.8333,Poland,PL,Śląskie,,21958,21958
Wieliczka,49.9894,20.0661,Poland,PL,Małopolskie,minor,21878,21878
Łęczna,51.3000,22.8833,Poland,PL,Lubelskie,minor,21802,21802
Opoczno,51.3833,20.2833,Poland,PL,Łódzkie,minor,21780,21780
Gryfino,53.2524,14.4883,Poland,PL,Zachodniopomorskie,minor,21555,21555
Hajnówka,52.7333,23.5667,Poland,PL,Podlaskie,minor,21442,21442
Prudnik,50.3197,17.5792,Poland,PL,Opolskie,minor,21237,21237
Chełmno,53.3492,18.4261,Poland,PL,Kujawsko-Pomorskie,minor,20428,20428
Pleszew,51.8974,17.7856,Poland,PL,Wielkopolskie,minor,20365,20365
Dęblin,51.5667,21.8614,Poland,PL,Lubelskie,,19513,19513
"Nakło nad Notecią",53.1421,17.6018,Poland,PL,Kujawsko-Pomorskie,minor,19507,19507
Kęty,49.8821,19.2233,Poland,PL,Małopolskie,,19428,19428
Gostynin,52.4167,19.4667,Poland,PL,Mazowieckie,minor,19414,19414
Pułtusk,52.7025,21.0828,Poland,PL,Mazowieckie,minor,19229,19229
Międzyrzecz,52.4446,15.5780,Poland,PL,Lubuskie,minor,18459,18459
"Kostrzyn nad Odrą",52.5883,14.6667,Poland,PL,Lubuskie,,18125,18125
Oborniki,52.6500,16.8167,Poland,PL,Wielkopolskie,minor,17895,17895
"Rawa Mazowiecka",51.7667,20.2500,Poland,PL,Łódzkie,minor,17765,17765
Łańcut,50.0687,22.2291,Poland,PL,Podkarpackie,minor,17749,17749
Kobyłka,52.3395,21.1959,Poland,PL,Mazowieckie,,17586,17586
Gubin,51.9500,14.7333,Poland,PL,Lubuskie,,17150,17150
Braniewo,54.3833,19.8333,Poland,PL,Warmińsko-Mazurskie,minor,17123,17123
"Międzyrzec Podlaski",51.9833,22.8000,Poland,PL,Lubelskie,,17117,17117
Brzesko,49.9667,20.6167,Poland,PL,Małopolskie,minor,16912,16912
Bytów,54.1667,17.5000,Poland,PL,Pomorskie,minor,16888,16888
Krapkowice,50.4751,17.9654,Poland,PL,Opolskie,minor,16721,16721
Strzegom,51.0000,16.3333,Poland,PL,Dolnośląskie,,16650,16650
Rypin,53.0667,19.4500,Poland,PL,Kujawsko-Pomorskie,minor,16558,16558
Olecko,54.0333,22.5000,Poland,PL,Warmińsko-Mazurskie,minor,16508,16508
Złotoryja,51.1264,15.9198,Poland,PL,Dolnośląskie,minor,16479,16479
Milanówek,52.1243,20.6654,Poland,PL,Mazowieckie,,16419,16419
Ustka,54.5805,16.8619,Poland,PL,Pomorskie,,16308,16308
Ustroń,49.7167,18.8167,Poland,PL,Śląskie,,16065,16065
Przeworsk,50.0591,22.4941,Poland,PL,Podkarpackie,minor,15713,15713
Łęczyca,52.0583,19.2000,Poland,PL,Łódzkie,minor,15593,15593
Jelcz-Laskowice,51.0333,17.3333,Poland,PL,Dolnośląskie,,15340,15340
Głuchołazy,50.3131,17.3742,Poland,PL,Opolskie,,15293,15293
Siemiatycze,52.4272,22.8625,Poland,PL,Podlaskie,minor,15169,15169
Chełmża,53.2000,18.6000,Poland,PL,Kujawsko-Pomorskie,,14808,14808
Człuchów,53.6500,17.3667,Poland,PL,Pomorskie,minor,14625,14625
Wschowa,51.8000,16.3000,Poland,PL,Lubuskie,minor,14607,14607
Lubsko,51.7877,14.9724,Poland,PL,Lubuskie,,14182,14182
Darłowo,54.4167,16.4167,Poland,PL,Zachodniopomorskie,,13943,13943
Chojnów,51.2667,15.9333,Poland,PL,Dolnośląskie,,13904,13904
Nidzica,53.3583,20.4250,Poland,PL,Warmińsko-Mazurskie,minor,13872,13872
Głubczyce,50.2009,17.8286,Poland,PL,Opolskie,minor,13572,13572
Wolsztyn,52.1167,16.1167,Poland,PL,Wielkopolskie,minor,13477,13477
Trzebnica,51.3050,17.0614,Poland,PL,Dolnośląskie,minor,13161,13161
"Brzeg Dolny",51.2730,16.7081,Poland,PL,Dolnośląskie,,12816,12816
Lubaczów,50.1556,23.1230,Poland,PL,Podkarpackie,minor,12415,12415
Węgorzewo,54.2167,21.7500,Poland,PL,Warmińsko-Mazurskie,minor,12186,12186
Niepołomice,50.0339,20.2172,Poland,PL,Małopolskie,,12000,12000
Brzeszcze,50.0000,19.1500,Poland,PL,Małopolskie,,11921,11921
Brwinów,52.1417,20.7167,Poland,PL,Mazowieckie,,11743,11743
Krynica,49.4222,20.9594,Poland,PL,Małopolskie,,11361,11361
Miastko,54.0000,16.9833,Poland,PL,Pomorskie,,11123,11123
Wisła,49.6667,18.8667,Poland,PL,Śląskie,,11048,11048
Warka,51.7833,21.2000,Poland,PL,Mazowieckie,,11035,11035
"Nowe Miasto Lubawskie",53.4167,19.5833,Poland,PL,Warmińsko-Mazurskie,minor,10997,10997
Ciechocinek,52.8833,18.7833,Poland,PL,Kujawsko-Pomorskie,,10874,10874
Koronowo,53.3137,17.9370,Poland,PL,Kujawsko-Pomorskie,,10818,10818
Biskupiec,53.8647,20.9569,Poland,PL,Warmińsko-Mazurskie,,10539,10539
Krzeszowice,50.1333,19.6333,Poland,PL,Małopolskie,,10281,10281
Ozimek,50.6731,18.2131,Poland,PL,Opolskie,,10000,10000
"Lwówek Śląski",51.1167,15.5833,Poland,PL,Dolnośląskie,minor,9500,9500
Ziębice,50.6000,17.0444,Poland,PL,Dolnośląskie,,9154,9154
"Kamień Pomorski",53.9697,14.7858,Poland,PL,Zachodniopomorskie,minor,9144,9144
"Stary Sącz",49.5625,20.6364,Poland,PL,Małopolskie,,9056,9056
Żychlin,52.2453,19.6236,Poland,PL,Łódzkie,,9021,9021
Połaniec,50.4333,21.2833,Poland,PL,Świętokrzyskie,,8419,8419
Prabuty,53.7558,19.1975,Poland,PL,Pomorskie,,8215,8215
Trzemeszno,52.5614,17.8231,Poland,PL,Wielkopolskie,,7792,7792
Reszel,54.0504,21.1458,Poland,PL,Warmińsko-Mazurskie,,7721,7721
Zbąszyń,52.2531,15.9178,Poland,PL,Wielkopolskie,,7264,7264
Bełżyce,51.1833,22.2667,Poland,PL,Lubelskie,,7090,7090
Sobótka,50.8986,16.7444,Poland,PL,Dolnośląskie,,6965,6965
"Gryfów Śląski",51.0308,15.4202,Poland,PL,Dolnośląskie,,6943,6943
Głuszyca,50.6874,16.3717,Poland,PL,Dolnośląskie,,6855,6855
Gniew,53.8333,18.8333,Poland,PL,Pomorskie,,6844,6844
Kórnik,52.2367,17.0986,Poland,PL,Wielkopolskie,,6807,6807
"Piława Górna",50.6833,16.7500,Poland,PL,Dolnośląskie,,6673,6673
Mszczonów,51.9742,20.5267,Poland,PL,Mazowieckie,,6323,6323
"Dąbrowa Białostocka",53.6500,23.3500,Poland,PL,Podlaskie,,6226,6226
Gogolin,50.4881,18.0239,Poland,PL,Opolskie,,6116,6116
Grybów,49.6244,20.9483,Poland,PL,Małopolskie,,6038,6038
"Kazimierza Wielka",50.2656,20.4936,Poland,PL,Świętokrzyskie,minor,5848,5848
Jedlicze,49.7164,21.6456,Poland,PL,Podkarpackie,,5766,5766
Śmigiel,52.0134,16.5270,Poland,PL,Wielkopolskie,,5420,5420
Bierutów,51.1333,17.5333,Poland,PL,Dolnośląskie,,5065,5065
Muszyna,49.3583,20.9000,Poland,PL,Małopolskie,,4980,4980
Karpacz,50.7783,15.7572,Poland,PL,Dolnośląskie,,4888,4888
Wolin,53.8414,14.6114,Poland,PL,Zachodniopomorskie,,4888,4888
Kcynia,52.9919,17.4883,Poland,PL,Kujawsko-Pomorskie,,4712,4712
Biecz,49.7360,21.2630,Poland,PL,Małopolskie,,4648,4648
Raciąż,52.7794,20.1153,Poland,PL,Mazowieckie,,4585,4585
"Kalwaria Zebrzydowska",49.8667,19.6833,Poland,PL,Małopolskie,,4524,4524
"Brześć Kujawski",52.6053,18.9017,Poland,PL,Kujawsko-Pomorskie,,4521,4521
Gąbin,52.3985,19.7351,Poland,PL,Mazowieckie,,4173,4173
Chmielnik,50.6117,20.7497,Poland,PL,Świętokrzyskie,,3891,3891
Barwice,53.7333,16.3500,Poland,PL,Zachodniopomorskie,,3857,3857
Siechnice,51.0367,17.1525,Poland,PL,Dolnośląskie,,3851,3851
Brańsk,52.7444,22.8377,Poland,PL,Podlaskie,,3844,3844
Przedbórz,51.0833,19.8833,Poland,PL,Łódzkie,,3835,3835
Hel,54.6167,18.7833,Poland,PL,Pomorskie,,3818,3818
Nałęczów,51.2833,22.2167,Poland,PL,Lubelskie,,3768,3768
"Ośno Lubuskie",52.4536,14.8755,Poland,PL,Lubuskie,,3730,3730
Byczyna,51.1167,18.2167,Poland,PL,Opolskie,,3708,3708
Zator,49.9958,19.4378,Poland,PL,Małopolskie,,3702,3702
Michałowo,53.0367,23.6036,Poland,PL,Podlaskie,,3621,3621
Tyczyn,49.9667,22.0333,Poland,PL,Podkarpackie,,3602,3602
Szczuczyn,53.5661,22.2850,Poland,PL,Podlaskie,,3602,3602
"Kazimierz Dolny",51.3222,21.9475,Poland,PL,Lubelskie,,3584,3584
Kowal,52.5325,19.1450,Poland,PL,Kujawsko-Pomorskie,,3478,3478
Strumień,49.9210,18.7664,Poland,PL,Śląskie,,3459,3459
Alwernia,50.0667,19.5167,Poland,PL,Małopolskie,,3424,3424
Rzgów,51.6622,19.4597,Poland,PL,Łódzkie,,3380,3380
Niemcza,50.7167,16.8333,Poland,PL,Dolnośląskie,,3104,3104
Uniejów,51.9743,18.7931,Poland,PL,Łódzkie,,3064,3064
Bojanowo,51.7000,16.7500,Poland,PL,Wielkopolskie,,2991,2991
Recz,53.2622,15.5472,Poland,PL,Zachodniopomorskie,,2965,2965
Wilamowice,49.9000,19.1500,Poland,PL,Śląskie,,2813,2813
Piaski,51.1342,22.8447,Poland,PL,Lubelskie,,2621,2621
Lipsk,53.7333,23.4000,Poland,PL,Podlaskie,,2520,2520
"Borek Wielkopolski",51.9167,17.2500,Poland,PL,Wielkopolskie,,2474,2474
Ciężkowice,49.8000,20.9667,Poland,PL,Małopolskie,,2454,2454
Człopa,53.0833,16.1333,Poland,PL,Zachodniopomorskie,,2400,2400
Frombork,54.3583,19.6833,Poland,PL,Warmińsko-Mazurskie,,2390,2390
Trzciel,52.3667,15.8833,Poland,PL,Lubuskie,,2348,2348
Legionowo,52.4015,20.9266,Poland,PL,Mazowieckie,minor,,
Świętochłowice,50.3167,18.9167,Poland,PL,Śląskie,minor,,
Lubin,51.4000,16.2000,Poland,PL,Dolnośląskie,minor,,
"Mińsk Mazowiecki",52.1833,21.5667,Poland,PL,Mazowieckie,minor,,
Żyrardów,52.0500,20.4333,Poland,PL,Mazowieckie,minor,,
Tczew,54.0911,18.7864,Poland,PL,Pomorskie,minor,,
Giżycko,54.0381,21.7644,Poland,PL,Warmińsko-Mazurskie,minor,,
Ostróda,53.6967,19.9649,Poland,PL,Warmińsko-Mazurskie,minor,,
"Siemianowice Śląskie",50.2758,18.9858,Poland,PL,Śląskie,minor,,
Puck,54.7142,18.4051,Poland,PL,Pomorskie,minor,,
Działdowo,53.2396,20.1700,Poland,PL,Warmińsko-Mazurskie,minor,,
Wejherowo,54.6000,18.2500,Poland,PL,Pomorskie,minor,,
"Sokołów Podlaski",52.4067,22.2464,Poland,PL,Mazowieckie,minor,,
Głogów,51.6589,16.0803,Poland,PL,Dolnośląskie,minor,,
Leszno,51.8403,16.5749,Poland,PL,Wielkopolskie,minor,,
Płońsk,52.6250,20.3833,Poland,PL,Mazowieckie,minor,,
Chojnice,53.6955,17.5570,Poland,PL,Pomorskie,minor,,
Wąbrzeźno,53.2833,18.9500,Poland,PL,Kujawsko-Pomorskie,minor,,
Mrągowo,53.8644,21.3051,Poland,PL,Warmińsko-Mazurskie,minor,,
"Pruszcz Gdański",54.2622,18.6363,Poland,PL,Pomorskie,minor,,
Dzierżoniów,50.7281,16.6511,Poland,PL,Dolnośląskie,minor,,
"Zduńska Wola",51.6000,18.9333,Poland,PL,Łódzkie,minor,,
Oleśnica,51.2000,17.3833,Poland,PL,Dolnośląskie,minor,,
"Ostrów Wielkopolski",51.6500,17.7000,Poland,PL,Wielkopolskie,minor,,
Turek,52.0167,18.5000,Poland,PL,Wielkopolskie,minor,,
Złotów,53.3603,17.0408,Poland,PL,Wielkopolskie,minor,,
Chodzież,52.9901,16.9122,Poland,PL,Wielkopolskie,minor,,
Iława,53.5964,19.5656,Poland,PL,Warmińsko-Mazurskie,minor,,
Golub-Dobrzyń,53.1000,19.0500,Poland,PL,Kujawsko-Pomorskie,minor,,
Starachowice,51.0500,21.0667,Poland,PL,Świętokrzyskie,minor,,
Koło,52.2000,18.6333,Poland,PL,Wielkopolskie,minor,,
Będzin,50.3250,19.1333,Poland,PL,Śląskie,minor,,
"Tomaszów Mazowiecki",51.5314,20.0089,Poland,PL,Łódzkie,minor,,
"Tomaszów Lubelski",50.4500,23.4167,Poland,PL,Lubelskie,minor,,
Kościerzyna,54.1167,17.9833,Poland,PL,Pomorskie,minor,,
"Aleksandrów Kujawski",52.8763,18.7004,Poland,PL,Kujawsko-Pomorskie,minor,,
"Nowy Sącz",49.6239,20.6972,Poland,PL,Małopolskie,minor,,
Sochaczew,52.2250,20.2333,Poland,PL,Mazowieckie,minor,,
"Piekary Śląskie",50.3833,18.9500,Poland,PL,Śląskie,minor,,
Dębica,50.0515,21.4114,Poland,PL,Podkarpackie,minor,,
"Stargard Szczeciński",53.3387,15.0448,Poland,PL,Zachodniopomorskie,minor,,
Kraśnik,50.9167,22.2167,Poland,PL,Lubelskie,minor,,
Lipno,52.8452,19.1826,Poland,PL,Kujawsko-Pomorskie,minor,,
Zgierz,51.8564,19.4061,Poland,PL,Łódzkie,minor,,
Lubań,51.1167,15.3000,Poland,PL,Dolnośląskie,minor,,
Brodnica,53.2500,19.4000,Poland,PL,Kujawsko-Pomorskie,minor,,
"Nowy Dwór Mazowiecki",52.4333,20.6833,Poland,PL,Mazowieckie,minor,,
Łowicz,52.1000,19.9333,Poland,PL,Łódzkie,minor,,
Zambrów,52.9853,22.2422,Poland,PL,Podlaskie,minor,,
Szczecinek,53.7079,16.6994,Poland,PL,Zachodniopomorskie,minor,,
Sejny,54.1000,23.3500,Poland,PL,Podlaskie,minor,,
Grajewo,53.6500,22.4500,Poland,PL,Podlaskie,minor,,
Oława,50.9333,17.3000,Poland,PL,Dolnośląskie,minor,,
Czarnków,52.9000,16.5667,Poland,PL,Wielkopolskie,minor,,
"Lidzbark Warmiński",54.1167,20.5833,Poland,PL,Warmińsko-Mazurskie,minor,,
"Kamienna Góra",50.7833,16.0333,Poland,PL,Dolnośląskie,minor,,
Słupca,52.3000,17.8667,Poland,PL,Wielkopolskie,minor,,
Konin,52.2275,18.2614,Poland,PL,Wielkopolskie,minor,,
Jastrzębie-Zdrój,49.9500,18.5833,Poland,PL,Śląskie,minor,,
Krosno,49.6833,21.7500,Poland,PL,Podkarpackie,minor,,
Skarżysko-Kamienna,51.1167,20.9167,Poland,PL,Świętokrzyskie,minor,,
Sanok,49.5500,22.2167,Poland,PL,Podkarpackie,minor,,
Radziejów,52.6333,18.5167,Poland,PL,Kujawsko-Pomorskie,minor,,
Jasło,49.7333,21.4667,Poland,PL,Podkarpackie,minor,,
Bartoszyce,54.2535,20.8082,Poland,PL,Warmińsko-Mazurskie,minor,,
"Maków Mazowiecki",52.8649,21.1005,Poland,PL,Mazowieckie,minor,,
Sierpc,52.8833,19.6667,Poland,PL,Mazowieckie,minor,,
"Wodzisław Śląski",50.0000,18.4500,Poland,PL,Śląskie,minor,,
Żory,50.0500,18.7000,Poland,PL,Śląskie,minor,,
Radomsko,51.0667,19.4500,Poland,PL,Łódzkie,minor,,
Wołomin,52.3500,21.2333,Poland,PL,Mazowieckie,minor,,
Limanowa,49.7167,20.4667,Poland,PL,Małopolskie,minor,,
"Radzyń Podlaski",51.7833,22.6167,Poland,PL,Lubelskie,minor,,
Sławno,54.3667,16.6833,Poland,PL,Zachodniopomorskie,minor,,
Garwolin,51.9000,21.6167,Poland,PL,Mazowieckie,minor,,
"Stalowa Wola",50.5833,22.0500,Poland,PL,Podkarpackie,minor,,
Zamość,50.7206,23.2586,Poland,PL,Lubelskie,minor,,
Racibórz,50.0919,18.2193,Poland,PL,Śląskie,minor,,
Piła,53.1500,16.7333,Poland,PL,Wielkopolskie,minor,,
Żywiec,49.6892,19.2058,Poland,PL,Śląskie,minor,,
Świdwin,53.7667,15.7833,Poland,PL,Zachodniopomorskie,minor,,
Przasnysz,53.0167,20.8833,Poland,PL,Mazowieckie,minor,,
Włodawa,51.5500,23.5500,Poland,PL,Lubelskie,minor,,
Żagań,51.6167,15.3167,Poland,PL,Lubuskie,minor,,
Piaseczno,52.0667,21.0167,Poland,PL,Mazowieckie,minor,,
"Wysokie Mazowieckie",52.9192,22.5144,Poland,PL,Podlaskie,minor,,
Leżajsk,50.2655,22.4186,Poland,PL,Podkarpackie,minor,,
Zawiercie,50.5000,19.4167,Poland,PL,Śląskie,minor,,
Hrubieszów,50.8167,23.8833,Poland,PL,Lubelskie,minor,,
Kędzierzyn-Koźle,50.3333,18.2000,Poland,PL,Opolskie,minor,,
Bieruń,50.0911,19.0910,Poland,PL,Śląskie,minor,,
Krasnystaw,51.0000,23.1667,Poland,PL,Lubelskie,minor,,
Myszków,50.5752,19.3246,Poland,PL,Śląskie,minor,,
Kolno,53.4106,21.9339,Poland,PL,Podlaskie,minor,,
Słupsk,54.4667,17.0333,Poland,PL,Pomorskie,minor,,
Węgrów,52.3995,22.0163,Poland,PL,Mazowieckie,minor,,
Wadowice,49.8833,19.5000,Poland,PL,Małopolskie,minor,,
Olkusz,50.2813,19.5650,Poland,PL,Małopolskie,minor,,
"Sucha Beskidzka",49.7403,19.5886,Poland,PL,Małopolskie,minor,,
"Ożarów Mazowiecki",52.2167,20.8000,Poland,PL,Mazowieckie,minor,,
Pszczyna,49.9804,18.9538,Poland,PL,Śląskie,minor,,
Myślenice,49.8333,19.9333,Poland,PL,Małopolskie,minor,,
